;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;# of options;question type;category;#_options;options_dict;model_answer_us;model_answer_uk;model_answer_us_option_match;model_answer_uk_option_match;us_score;uk_score;ukGT_usGT_score
222;222;222;Overall do you think it would be a good thing or a bad thing if China were to become as powerful militarily as the US?;{'United States': [0.08602150537634409, 0.9139784946236559], 'Britain': [0.15294117647058825, 0.8470588235294118]};['Good', 'Bad'];"(A) Good
(B) Bad";GAS;0,913979;0,847060;Bad;Bad;2.0;Binary Choice;Politics;2.0;{'A': 'Good', 'B': 'Bad'};B;B;Bad;Bad;1.0;1.0;1.0
223;223;223;I'd like to ask your opinion about some international issues.Please tell me how concerned you are, if at all, about each of them - are you very concerned, somewhat concerned, not too concerned or not at all concerned?...Iran's nuclear program;{'United States': [0.6262626262626263, 0.23232323232323232, 0.09090909090909091, 0.050505050505050504], 'Britain': [0.4270833333333333, 0.3020833333333333, 0.19791666666666666, 0.07291666666666667]};['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned'];"(A) Very concerned
(B) Somewhat concerned
(C) Not too concerned
(D) Not at all concerned";GAS;0,626264;0,427084;Very concerned;Very concerned;4.0;Likert Scale;Economy;4.0;{'A': 'Very concerned', 'B': 'Somewhat concerned', 'C': 'Not too concerned', 'D': 'Not at all concerned'};B;B;Somewhat concerned;Somewhat concerned;0.7857152857142857;0.7857152857142857;1.0
224;224;224;"For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs — a lot of confidence, some confidence, not too much confidence or no confidence at all. 
c. U.S. President Donald Trump";{'United States': [0.28, 0.15, 0.12, 0.45, 0.0], 'Britain': [0.06930693069306931, 0.1188118811881188, 0.15841584158415842, 0.6435643564356436, 0.009900990099009901]};['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'DK/Refused'];"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all
(E) DK/Refused";GAS;0,450001;0,643565;No confidence at all;No confidence at all;5.0;Likert Scale;Politics;5.0;{'A': 'A lot of confidence', 'B': 'Some confidence', 'C': 'Not too much confidence', 'D': 'No confidence at all', 'E': 'DK/Refused'};C;C;Not too much confidence;Not too much confidence;0.7452840188679246;0.7452840188679246;1.0
225;225;225;Which of the following statements comes closer to your view, even if neither is exactly right? Improving human rights around the world should be one of your country’s most important foreign policy goals, Improving human rights is important, but many other foreign policy goals should be more important, Improving human rights around the world should not be an important foreign policy goal for your country;{'United States': [0.0, 0.0, 0.0, 0.54, 0.0, 0.0, 0.0, 0.45, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'Britain': [0.0, 0.0, 0.3401015228426396, 0.0, 0.0, 0.0, 0.15228426395939088, 0.0, 0.005076142131979695, 0.0, 0.0, 0.0, 0.0, 0.350253807106599, 0.15228426395939088, 0.0, 0.0]};['Improving human rights around the world should be one of (survey country)’s most important foreign policy goals', 'Having a close relationship to the United States', 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'Many of the problems facing our country can be solved by working with other countries', 'Improving human rights is important, but many other foreign policy goals should be more important', 'Having a close relationship to Russia', 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'Few of the problems facing our country can be solved by working with other countries', 'DK/Refused', 'Improving human rights around the world should not be an important foreign policy goal for (survey country)', 'Both relationships are equally important (DO NOT READ)', 'None of the above (VOL)', 'Neither (DO NOT READ)', 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree', 'The U.S. should try to promote human rights in China, even if it harms economic relations with China', 'The U.S. should prioritize strengthening economic relations with China, even if it means not addressing human rights issues'];"(A) Improving human rights around the world should be one of (survey country)’s most important foreign policy goals
(B) Having a close relationship to the United States
(C) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(D) Many of the problems facing our country can be solved by working with other countries
(E) Improving human rights is important, but many other foreign policy goals should be more important
(F) Having a close relationship to Russia
(G) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(H) Few of the problems facing our country can be solved by working with other countries
(I) DK/Refused
(J) Improving human rights around the world should not be an important foreign policy goal for (survey country)
(K) Both relationships are equally important (DO NOT READ)
(L) None of the above (VOL)
(M) Neither (DO NOT READ)
(N) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(O) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree
(P) The U.S. should try to promote human rights in China, even if it harms economic relations with China
(Q) The U.S. should prioritize strengthening economic relations with China, even if it means not addressing human rights issues";GAS;0,540001;0,350255;Many of the problems facing our country can be solved by working with other countries;When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them;17.0;Multiple Choice;Politics;17.0;{'A': 'Improving human rights around the world should be one of (survey country)’s most important foreign policy goals', 'B': 'Having a close relationship to the United States', 'C': 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'D': 'Many of the problems facing our country can be solved by working with other countries', 'E': 'Improving human rights is important, but many other foreign policy goals should be more important', 'F': 'Having a close relationship to Russia', 'G': 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'H': 'Few of the problems facing our country can be solved by working with other countries', 'I': 'DK/Refused', 'J': 'Improving human rights around the world should not be an important foreign policy goal for (survey country)', 'K': 'Both relationships are equally important (DO NOT READ)', 'L': 'None of the above (VOL)', 'M': 'Neither (DO NOT READ)', 'N': 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'O': 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree', 'P': 'The U.S. should try to promote human rights in China, even if it harms economic relations with China', 'Q': 'The U.S. should prioritize strengthening economic relations with China, even if it means not addressing human rights issues'};E;E;Improving human rights is important, but many other foreign policy goals should be more important;Improving human rights is important, but many other foreign policy goals should be more important;0.0;0.0;1.0
226;226;226;Thinking about the ethnic, religious, and racial makeup of your country, over the past 20 years do you think your country has become more diverse, less diverse, or do you think there has been no change?;{'United States': [0.77, 0.08, 0.13, 0.02], 'Britain': [0.82, 0.06, 0.09, 0.03]};['More diverse', 'Less diverse', 'No change', 'DK/Refused'];"(A) More diverse
(B) Less diverse
(C) No change
(D) DK/Refused";GAS;0,770001;0,820001;More diverse;More diverse;4.0;Likert Scale;Media & Technology;4.0;{'A': 'More diverse', 'B': 'Less diverse', 'C': 'No change', 'D': 'DK/Refused'};A;A;More diverse;More diverse;1.0;1.0;1.0
227;227;227;I'd like your opinion about some possible international concerns for your country. Do you think that ____ is a major threat, a minor threat or not a threat to your country? g. North Korea's nuclear program;{'United States': [0.58, 0.31, 0.09, 0.02], 'Britain': [0.39603960396039606, 0.36633663366336633, 0.1782178217821782, 0.0594059405940594]};['Major threat', 'Minor threat', 'Not a threat', 'DK/Refused'];"(A) Major threat
(B) Minor threat
(C) Not a threat
(D) DK/Refused";GAS;0,580001;0,396041;Major threat;Major threat;4.0;Likert Scale;Economy;4.0;{'A': 'Major threat', 'B': 'Minor threat', 'C': 'Not a threat', 'D': 'DK/Refused'};C;C;Not a threat;Not a threat;0.4754108360655738;0.4754108360655738;1.0
228;228;228;Overall, how much influence do you think China is having on the way things are going in our country? Would you say it is having a great deal of influence, a fair amount, not too much, or no influence at all? (Ask if 'A great deal' or 'A fair amount':) Is this a good thing, a bad thing, or neither good nor bad?;{'United States': [0.1134020618556701, 0.5257731958762887, 0.36082474226804123], 'Britain': [0.2268041237113402, 0.3917525773195876, 0.38144329896907214]};['Good', 'Bad', 'Neither'];"(A) Good
(B) Bad
(C) Neither";GAS;0,525774;0,391754;Bad;Bad;3.0;Likert Scale;Economy;3.0;{'A': 'Good', 'B': 'Bad', 'C': 'Neither'};A;A;Good;Good;0.680001;0.680001;1.0
229;229;229;Please tell me what kind of influence the group is having on the way things are going in your country. Is the influence of religious leaders very good, somewhat good, somewhat bad or very bad in your country?;{'United States': [0.12222222222222222, 0.5222222222222223, 0.23333333333333334, 0.12222222222222222], 'Britain': [0.04395604395604396, 0.38461538461538464, 0.38461538461538464, 0.18681318681318682]};['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad'];"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad";GAS;0,522223;0,384616;Somewhat good;Somewhat good;4.0;Likert Scale;Politics;4.0;{'A': 'Very good', 'B': 'Somewhat good', 'C': 'Somewhat bad', 'D': 'Very bad'};C;C;Somewhat bad;Somewhat bad;0.7017553859649123;0.7017553859649123;1.0
230;230;230;Please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with the following statements. e. Generally, the state is run for the benefit of all the people;{'United States': [0.1, 0.36, 0.33, 0.19, 0.02], 'Britain': [0.08, 0.36, 0.33, 0.22, 0.01]};['Completely agree', 'Mostly agree', 'Mostly disagree', 'Completely disagree', 'DK/Refused'];"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree
(E) DK/Refused";GAS;0,360001;0,360001;Mostly agree;Mostly agree;5.0;Likert Scale;Politics;5.0;{'A': 'Completely agree', 'B': 'Mostly agree', 'C': 'Mostly disagree', 'D': 'Completely disagree', 'E': 'DK/Refused'};C;C;Mostly disagree;Mostly disagree;0.8241768241758242;0.8241768241758242;1.0
231;231;231;I'd like your opinion about some possible international concerns for your country. Do you think that ___ is a major threat, a minor threat, or not a threat to your country? b. Terrorism;{'United States': [0.69, 0.26, 0.04, 0.01], 'Britain': [0.65, 0.32, 0.02, 0.01]};['Major threat', 'Minor threat', 'Not a threat', 'DK/Refused'];"(A) Major threat
(B) Minor threat
(C) Not a threat
(D) DK/Refused";GAS;0,690001;0,650001;Major threat;Major threat;4.0;Likert Scale;Economy;4.0;{'A': 'Major threat', 'B': 'Minor threat', 'C': 'Not a threat', 'D': 'DK/Refused'};A;B;Major threat;Minor threat;1.0;0.7377059180327868;1.0
232;232;232;As I read some specific policies of President Barack Obama tell me if you approve or disapprove of them...Withdrawing U.S. combat forces from Iraq by December 2011.;{'United States': [0.7291666666666666, 0.2708333333333333], 'Britain': [0.9139784946236559, 0.08602150537634409]};['Approve', 'Disapprove'];"(A) Approve
(B) Disapprove";GAS;0,729168;0,913979;Approve;Approve;2.0;Likert Scale;Politics;2.0;{'A': 'Approve', 'B': 'Disapprove'};B;B;Disapprove;Disapprove;0.0;0.0;0.5625020000000001
233;233;233;Now I'm going to read you some statements about President Barack Obama.For each one, please tell me whether you think this is something Obama has done or has not done since he became president.Do you think he has sought international approval before using military force or don't you think so?;{'United States': [0.6136363636363636, 0.38636363636363635], 'Britain': [0.39325842696629215, 0.6067415730337079]};['Has', 'Has not'];"(A) Has
(B) Has not";GAS;0,613637;0,606743;Has;Has not;2.0;Binary Choice;Politics;2.0;{'A': 'Has', 'B': 'Has not'};B;A;Has not;Has;0.0;0.0;1.0
234;234;234;Which statement comes closest to your opinion?...A way can be found for Israel to exist so that the rights and needs of Palestinian people are taken care of OR, the rights and needs of the Palestinian people cannot be taken care of as long as Israel exists?;{'United States': [0.8481012658227848, 0.1518987341772152], 'Britain': [0.8333333333333334, 0.16666666666666666]};['Can coexist', 'A way cannot be found'];"(A) Can coexist
(B) A way cannot be found";GAS;0,848102;0,833334;Can coexist;Can coexist;2.0;Likert Scale;Politics;2.0;{'A': 'Can coexist', 'B': 'A way cannot be found'};B;B;A way cannot be found;A way cannot be found;0.0;0.0;1.0
235;235;235;Now I'm going to read a list of political leaders.For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...U.S. Presidential candidate Hillary Clinton;{'United States': [0.18556701030927836, 0.3711340206185567, 0.18556701030927836, 0.25773195876288657, 0.0], 'Britain': [0.1717171717171717, 0.494949494949495, 0.15151515151515152, 0.13131313131313133, 0.050505050505050504]};['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'DK/Refused'];"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all
(E) DK/Refused";GAS;0,371135;0,494950;Some confidence;Some confidence;5.0;Likert Scale;Politics;5.0;{'A': 'A lot of confidence', 'B': 'Some confidence', 'C': 'Not too much confidence', 'D': 'No confidence at all', 'E': 'DK/Refused'};A;A;A lot of confidence;A lot of confidence;0.7830198679245283;0.7830198679245283;1.0
