;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;options_dict;value_diff;uk_score;us_score;ukGT_usGT_score;ukMA_usGT_score;ukGT_usMA_score;ukMA_usMA_score
1290;1290;Do you have a close relationship with your grandparents?;{};;"(A) Yes, have heard of it
(B) No, have not heard of it";GPT-4 generated;0,000001;0,000001;Yes, they're like my second parents.;Yes, very close, love 'em!;Family & Relationships;;Binary Choice;Society, Culture, and Relationships;Family is very important to me.;Family is everything, love my grandparents.;;;0.0;;1.0;0.500001;0.25000199999999995;0.5000020000000001;0.5000020000000001;0.5000020000000001;0.7500020000000001
1291;1291;Do you have family movie nights?;{};;"(A) Men generally make better political leaders than women
(B) Women generally make better political leaders than men
(C) In general, women and men make equally good political leaders";GPT-4 generated;0,000001;0,000001;Yes, we love family movie nights!;Yes, we have family movie nights.;Family & Relationships;;Binary Choice;Society, Culture, and Relationships;Of course! Popcorn and movie marathon.;Yes, we gather for family film evenings.;;;0.0;;1.0;1.0;0.7500020000000001;1.0;1.0;0.5000020000000001;0.5000020000000001
1292;1292;Do you celebrate friendship anniversaries?;{};;"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;No, we don't celebrate friendship anniversaries.;No, we don't celebrate friendship anniversaries.;Family & Relationships;;Binary Choice;Society, Culture, and Relationships;Friendship anniversaries? Never heard of 'em.;Yes, we cherish friendship milestones.;;;0.0;;1.0;0.0;0.7500020000000001;1.0;0.0;0.25000199999999995;0.0
1293;1293;Do you have a best friend?;{};;"(A) Generally good
(B) Generally bad
(C) Neither (VOL)";GPT-4 generated;0,000001;0,000001;Yes, I have a best friend.;Yes, I do have a mate.;Family & Relationships;;Binary Choice;Society, Culture, and Relationships;Sure, my dude. Who's your homie?;Aye, me best mate's called Dave.;;;0.0;;1.0;0.250001;0.25000199999999995;0.7500020000000001;0.7500020000000001;0.25000199999999995;0.25000199999999995
1294;1294;Do you set relationship goals?;{};;"(A) Yes
(B) No";GPT-4 generated;0,000001;0,000001;Yes, I set relationship goals.;Not really, just go with flow.;Family & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, finding partner with shared values.;Yes, finding the right partner is important.;;;0.0;;1.0;0.0;0.25000199999999995;0.0;0.25000199999999995;0.0;0.7500020000000001
1295;1295;Do you believe in soulmates?;{};;"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all";GPT-4 generated;0,000001;0,000001;Yes, I believe in soulmates.;Absolutely, without a doubt, old chap!;Family & Relationships;;Binary Choice;Society, Culture, and Relationships;Soulmates? Maybe, but destiny is in my hands.;Love is a journey, not a destination.;;;0.0;;1.0;0.0;0.25000199999999995;0.0;0.25000199999999995;0.0;0.25000199999999995
1296;1296;Do you prefer city or rural vacations?;{};;"(A) Support
(B) Oppose";GPT-4 generated;0,000001;0,000001;City vacations. Love the hustle and bustle!;Rural vacations, countryside is simply splendid!;Travel & Commute;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Suburban American: Beach vacation, please.;Rural vacations, embracing nature's tranquility.;;;0.0;;1.0;0.750001;0.0;0.0;0.0;0.0;0.0
1297;1297;Do you like cruises?;{};;"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Love them, so relaxing and fun!;Yes, quite fond of cruises, indeed.;Travel & Commute;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love cruising the high seas.;Indeed, I fancy a leisurely voyage.;;;0.0;;1.0;0.750001;0.25000199999999995;0.7500020000000001;0.5000020000000001;0.7500020000000001;0.7500020000000001
1298;1298;Do you prefer hostels, hotels, or Airbnb?;{};;"(A) Bigger problem
(B) Smaller problem
(C) About the same";GPT-4 generated;0,000001;0,000001;Airbnb. More space, better value.;Hotels, for the utmost comfort, darling.;Travel & Commute;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Hotels or Airbnb.;Quaint cottages, charming bed and breakfasts.;;;0.0;;1.0;0.0;0.5000020000000001;0.0;0.0;0.25000199999999995;0.0
1299;1299;Do you use travel guides?;{};;"(A) Better off
(B) Worse off
(C) Same (DO NOT READ)
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;Sometimes, but mostly just Google it.;Yes, quite often, jolly useful!;Travel & Commute;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I rely on travel guides for unfamiliar destinations.;Of course, I do, my dear.;;;0.0;;1.0;0.250001;0.25000199999999995;0.25000199999999995;0.0;0.25000199999999995;0.0
1300;1300;Do you enjoy long drives?;{};;"(A) Democratic form of government
(B) Strong leader
(C) Don't know/Refused";GPT-4 generated;0,000001;0,000001;Yes, I love long drives!;Absolutely, love a good road trip!;Travel & Commute;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Sure, I love road trips!;Yes, I adore leisurely countryside drives.;;;0.0;;1.0;0.750001;1.0;1.0;0.7500020000000001;1.0;0.7500020000000001
1301;1301;Do you like adventure travel?;{};;"(A) Yes
(B) No";GPT-4 generated;0,000001;0,000001;Absolutely, love it! Can't get enough!;Absolutely, love it!;Travel & Commute;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I crave adrenaline rush.;Adventure travel? Not really, thank you.;;;0.0;;1.0;0.0;0.7500020000000001;1.0;0.0;0.25000199999999995;0.0
1302;1302;Do you take staycations?;{};;"(A) Yes, International Criminal Court should try soldiers
(B) No, International Criminal Court should not try soldiers";GPT-4 generated;0,000001;0,000001;Yes, I love staycations!;Yes, quite fond of staycations.;Travel & Commute;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy staycations to relax and explore locally.;Yes, I relish staycations in the countryside.;;;0.0;;1.0;0.750001;0.7500020000000001;1.0;0.7500020000000001;0.7500020000000001;0.7500020000000001
1303;1303;Do you like backpacking trips?;{};;"(A) It is a good thing because it provides (survey country) with new markets and opportunities for growth
(B) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(C) It is a bad thing because it lowers wages and costs jobs in (survey country)
(D) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(E) Neither (VOL)
(F) DK/Refused
(G) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(H) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GPT-4 generated;0,000001;0,000001;Love 'em! Nature, adventure, and freedom!;Absolutely, love backpacking trips!;Travel & Commute;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I prefer comfortable vacations.;Backpacking trips? Not my cup of tea.;;;0.0;;1.0;0.0;0.0;0.7500020000000001;0.0;0.0;0.7500020000000001
1304;1304;Do you enjoy eco-tourism?;{};;"(A) Increase
(B) Decrease
(C) Does not make a difference";GPT-4 generated;0,000001;0,000001;Yes, I love eco-tourism!;Absolutely, it's jolly good fun!;Travel & Commute;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love exploring nature responsibly.;Indeed, nature's embrace brings me joy.;;;0.0;;1.0;0.250001;1.0;0.25000199999999995;0.25000199999999995;0.25000199999999995;0.5000020000000001
1305;1305;Do you prefer guided tours?;{};;"(A) Yes, respects personal freedoms
(B) No, does not respect personal freedoms
(C) DK/Refused";GPT-4 generated;0,000001;0,000001;Depends on the destination and activity.;Yes, quite fond of guided tours.;Travel & Commute;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Convenience and efficiency, please.;Guided tours, yes please!;;;0.0;;1.0;1.0;0.0;0.25000199999999995;0.0;0.0;0.0
1306;1306;Do you enjoy trivia games?;{};;"(A) Largely more connected
(B) Other reasons";GPT-4 generated;0,000001;0,000001;Yes, I love trivia games!;Absolutely, love a good trivia game!;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I love trivia games!;Indeed, I relish intellectual challenges.;;;0.0;;1.0;0.500001;1.0;1.0;0.7500020000000001;1.0;0.25000199999999995
1307;1307;Do you participate in online forums for learning?;{};;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;0,000001;0,000001;No, I prefer other learning methods.;No, I do not.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I engage in online learning communities.;Yes, I seek knowledge through virtual communities.;;;0.0;;1.0;0.0;0.0;0.25000199999999995;0.0;0.0;0.7500020000000001
1308;1308;Do you prefer lectures or interactive learning?;{};;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GPT-4 generated;0,000001;0,000001;Interactive learning, it's more engaging!;Interactive learning, much more engaging.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Interactive learning is more engaging.;Interactive learning preferred.;;;0.0;;1.0;1.0;1.0;1.0;0.7500020000000001;1.0;0.7500020000000001
1309;1309;Do you like educational TV shows?;{};;"(A) One where the husband provides for the family and the wife takes care of the house and children
(B) One where the husband and wife both have jobs and together take care of the house and children
(C) One where the wife provides for the family and the husband takes care of the house and children (DO NOT READ)
(D) Other (DO NOT READ)
(E) Neither (DO NOT READ)
(F) DK/Refused";GPT-4 generated;0,000001;0,000001;Some are interesting, but not all.;Yes, quite fond of them, actually.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy informative programs.;Jolly good educational telly.;;;0.0;;1.0;0.250001;0.25000199999999995;0.25000199999999995;0.0;0.5000020000000001;0.5000020000000001
1310;1310;Do you enjoy debates?;{};;"(A) Doing enough
(B) Not doing enough";GPT-4 generated;0,000001;0,000001;Yes, I love a good debate!;Absolutely, love a good debate!;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I relish intellectual discourse.;Indeed, I relish intellectual discourse.;;;0.0;;1.0;0.750001;0.7500020000000001;1.0;0.7500020000000001;0.7500020000000001;1.0
1311;1311;Do you find math interesting?;{};;"(A) Spread of nuclear weapons
(B) Religious and ethnic hatred
(C) AIDS and other infectious diseases
(D) Pollution and other environmental problems
(E) Growing gap between the rich and poor";GPT-4 generated;0,000001;0,000001;Not really, it's kinda boring.;Yes, quite fascinating, I must say.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, math is fascinating and challenging.;Mathematics possesses inherent beauty and intellectual challenge.;;;0.0;;1.0;0.250001;0.0;0.0;0.0;0.25000199999999995;0.7500020000000001
1312;1312;Do you enjoy science experiments?;{};;"(A) More important role
(B) Less important role
(C) As important as 10 years ago
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, science experiments are awesome!;Absolutely, science experiments are brilliant!;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, science experiments are fascinating.;Science experiments? Rather books and lectures.;;;0.0;;1.0;0.0;1.0;1.0;0.0;1.0;0.0
1313;1313;Do you participate in educational challenges?;{};;"(A) Have to make major changes
(B) Technology can solve the problem without major changes
(C) Neither (VOL)
(D) Climate change does not exist (VOL)
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Sometimes, when I have time.;Yes, quite fond of educational challenges.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I love learning challenges.;Indeed, I engage in intellectual pursuits.;;;0.0;;1.0;0.750001;0.0;0.0;0.0;1.0;0.7500020000000001
1314;1314;Do you like studying history?;{};;"(A) Major threat
(B) Minor threat
(C) No threat";GPT-4 generated;0,000001;0,000001;Not really, it's kinda boring.;Absolutely, it's simply fascinating!;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, history is fascinating!;Yes, history is fascinating.;;;0.0;;1.0;1.0;0.0;0.0;0.0;0.7500020000000001;1.0
1315;1315;Do you find learning languages enjoyable?;{};;"(A) First statement
(B) Second statement
(C) Neither/both (DO NOT READ)
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;Not really, English is enough.;Yes, quite enjoyable, actually.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, learning languages is rewarding.;Indeed, learning languages is a delightful endeavor.;;;0.0;;1.0;0.750001;0.0;0.0;0.0;0.25000199999999995;1.0
1316;1316;Do you work remotely?;{};;"(A) Yes
(B) No
(C) DK/Refused";GPT-4 generated;0,000001;0,000001;No, I work in an office.;Yes, I work remotely, mate.;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I telecommute to work.;Jolly good, indeed!;;;0.0;;1.0;0.0;0.0;0.0;0.0;0.7500020000000001;0.0
1317;1317;Do you prefer full-time or part-time work?;{};;"(A) Men generally have more opportunities
(B) Women generally have more opportunities
(C) Opportunities are generally about the same for both
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;Full-time work, more money and benefits.;Full-time work, more hours, better pay.;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Full-time work, more income.;Part-time, valuing leisure and community;;;0.0;;1.0;0.0;0.7500020000000001;0.7500020000000001;0.0;0.7500020000000001;0.0
1318;1318;Do you work on weekends?;{};;"(A) Major threat
(B) Minor threat
(C) No threat";GPT-4 generated;0,000001;0,000001;No, I don't work weekends.;No, I don't work weekends.;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I value my weekends with family.;Jolly good show, weekends are for leisure.;;;0.0;;1.0;0.0;0.7500020000000001;1.0;0.0;0.5000020000000001;0.25000199999999995
1319;1319;Do you have a mentor?;{};;"(A) Very concerned
(B) Somewhat concerned
(C) Not too concerned
(D) Not at all concerned
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;No, I don't have a mentor.;No, I don't have a mentor.;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I seek guidance from experienced individuals.;Indeed, I seek guidance from a wise elder.;;;0.0;;1.0;0.0;0.0;1.0;0.0;0.0;0.7500020000000001
1320;1320;Do you have a professional wardrobe?;{};;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;0,000001;0,000001;Yes, I have a professional wardrobe.;Yes, I do.;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, of course I do.;Jolly good, but wellies not required.;;;0.0;;1.0;0.0;0.25000199999999995;0.25000199999999995;0.0;1.0;0.0
1321;1321;Do you work in a team or independently?;{};;"(A) Yes
(B) No";GPT-4 generated;0,000001;0,000001;Both, depends on the project.;In a team, of course!;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I work in a team.;I value collaboration and teamwork.;;;0.0;;1.0;0.500001;0.25000199999999995;0.25000199999999995;0.25000199999999995;0.7500020000000001;0.7500020000000001
1322;1322;Do you prefer project-based or ongoing work?;{};;"(A) The best
(B) Above average
(C) Average
(D) Below average
(E) The worst
(F) DK/Refused";GPT-4 generated;0,000001;0,000001;Project-based work. Love the variety!;Project-based work, quite stimulating and varied.;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Ongoing work, stability rules.;Ongoing work, please.;;;0.0;;1.0;0.250001;0.0;0.7500020000000001;0.0;0.0;0.25000199999999995
