;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;# of options;question type;category;#_options;options_dict;model_answer_us;model_answer_uk;model_answer_us_option_match;model_answer_uk_option_match;uk_score;us_score;ukGT_usGT_score
151;151;151;Please tell me if you approve or disapprove of the way President Barack Obama is dealing with...the conflict between Israelis and Palestinians.;{'United States': [0.4375, 0.5625], 'Britain': [0.43243243243243246, 0.5675675675675675]};['Approve', 'Disapprove'];"(A) Approve
(B) Disapprove";GAS;0,562501;0,567569;Disapprove;Disapprove;2.0;Binary Choice;Politics;2.0;{'A': 'Approve', 'B': 'Disapprove'};B;B;Disapprove;Disapprove;1.0;1.0;1.0
152;152;152;Has each of the following gotten better or worse over the last five years in our country: the availability of food in stores.;{'United States': [0.8367346938775511, 0.061224489795918366, 0.10204081632653061], 'Britain': [0.94, 0.02, 0.04]};['Better', 'Worse', 'Has not changed'];"(A) Better
(B) Worse
(C) Has not changed";GAS;0,836736;0,940001;Better;Better;3.0;Likert Scale;Economy;3.0;{'A': 'Better', 'B': 'Worse', 'C': 'Has not changed'};B;A;Worse;Better;1.0;0.7297307297297297;1.0
153;153;153;I'd like to ask your opinion about some international issues.Please tell me how concerned you are, if at all, about each of them - are you very concerned, somewhat concerned, not too concerned or not at all concerned?...global economic instability;{'United States': [0.51, 0.37, 0.08, 0.04], 'Britain': [0.32989690721649484, 0.4845360824742268, 0.14432989690721648, 0.041237113402061855]};['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned'];"(A) Very concerned
(B) Somewhat concerned
(C) Not too concerned
(D) Not at all concerned";GAS;0,510001;0,484537;Very concerned;Somewhat concerned;4.0;Likert Scale;Economy;4.0;{'A': 'Very concerned', 'B': 'Somewhat concerned', 'C': 'Not too concerned', 'D': 'Not at all concerned'};B;B;Somewhat concerned;Somewhat concerned;1.0;0.7857152857142857;1.0
154;154;154;In re-building Iraq, how good a job are the US and its allies doing in taking into account the needs and interests of the Iraqi people?Is the coalition doing an excellent job, a good job, only a fair job or a poor job in taking into consideration the needs and interests of the Iraqi people?;{'United States': [0.14444444444444443, 0.4111111111111111, 0.34444444444444444, 0.1], 'Britain': [0.0425531914893617, 0.2765957446808511, 0.5, 0.18085106382978725]};['Excellent', 'Good', 'Only fair', 'Poor'];"(A) Excellent
(B) Good
(C) Only fair
(D) Poor";GAS;0,411112;0,500001;Good;Only fair;4.0;Likert Scale;Economy;4.0;{'A': 'Excellent', 'B': 'Good', 'C': 'Only fair', 'D': 'Poor'};C;C;Only fair;Only fair;1.0;0.8048790487804878;1.0
155;155;155;Please tell me how closely you follow each type of news. Do you follow ____ very closely, somewhat closely, not very closely or not at all closely? b. news about your country;{'United States': [0.5757575757575758, 0.36363636363636365, 0.04040404040404041, 0.020202020202020204, 0.0], 'Britain': [0.44, 0.45, 0.08, 0.03, 0.0]};['Very closely', 'Somewhat closely', 'Not very closely', 'Not at all closely', 'DK/Refused'];"(A) Very closely
(B) Somewhat closely
(C) Not very closely
(D) Not at all closely
(E) DK/Refused";GAS;0,575759;0,450001;Very closely;Somewhat closely;5.0;Likert Scale;Media & Technology;5.0;{'A': 'Very closely', 'B': 'Somewhat closely', 'C': 'Not very closely', 'D': 'Not at all closely', 'E': 'DK/Refused'};B;B;Somewhat closely;Somewhat closely;1.0;0.8241768241758242;0.0
156;156;156;I'd like your opinion about some possible international concerns for your country. Do you think that ___ is a major threat, a minor threat, or not a threat to your country? i. Longstanding conflicts between countries or ethnic groups;{'United States': [0.54, 0.37, 0.08, 0.01], 'Britain': [0.49504950495049505, 0.4158415841584158, 0.06930693069306931, 0.019801980198019802]};['Major threat', 'Minor threat', 'Not a threat', 'DK/Refused'];"(A) Major threat
(B) Minor threat
(C) Not a threat
(D) DK/Refused";GAS;0,540001;0,495051;Major threat;Major threat;4.0;Likert Scale;Economy;4.0;{'A': 'Major threat', 'B': 'Minor threat', 'C': 'Not a threat', 'D': 'DK/Refused'};A;A;Major threat;Major threat;1.0;1.0;1.0
157;157;157;I'm going to read a list of some changes that have taken place. Please tell me if you think each one has been a change for the better, a change for the worse, or hasn't it made much of a difference: the Internet.;{'United States': [0.6923076923076923, 0.23076923076923078, 0.07692307692307693], 'Britain': [0.7415730337078652, 0.15730337078651685, 0.10112359550561797]};['Change for the better', 'Change for the worse', 'Not much difference'];"(A) Change for the better
(B) Change for the worse
(C) Not much difference";GAS;0,692309;0,741574;Change for the better;Change for the better;3.0;Likert Scale;Media & Technology;3.0;{'A': 'Change for the better', 'B': 'Change for the worse', 'C': 'Not much difference'};A;A;Change for the better;Change for the better;1.0;1.0;0.0
158;158;158;And which comes closer to describing your view? The United States promotes democracy wherever it can, OR the United States promotes democracy mostly where it serves its interests?;{'United States': [0.3225806451612903, 0.6774193548387096], 'Britain': [0.10112359550561797, 0.898876404494382]};['The United States promotes democracy wherever it can', 'The United States promotes democracy mostly where it serves its interests'];"(A) The United States promotes democracy wherever it can
(B) The United States promotes democracy mostly where it serves its interests";GAS;0,677420;0,898877;The United States promotes democracy mostly where it serves its interests;The United States promotes democracy mostly where it serves its interests;2.0;Likert Scale;Politics;2.0;{'A': 'The United States promotes democracy wherever it can', 'B': 'The United States promotes democracy mostly where it serves its interests'};B;B;The United States promotes democracy mostly where it serves its interests;The United States promotes democracy mostly where it serves its interests;1.0;1.0;1.0
159;159;159;Do you think the government of ____ respects the personal freedoms of its people or don’t you think so? c. France;{'United States': [0.7317073170731707, 0.2682926829268293, 0.0], 'Britain': [0.69, 0.18, 0.13]};['Yes, respects personal freedoms', 'No, does not respect personal freedoms', 'DK/Refused'];"(A) Yes, respects personal freedoms
(B) No, does not respect personal freedoms
(C) DK/Refused";GAS;0,731708;0,690001;Yes, respects personal freedoms;Yes, respects personal freedoms;3.0;Likert Scale;Politics;3.0;{'A': 'Yes, respects personal freedoms', 'B': 'No, does not respect personal freedoms', 'C': 'DK/Refused'};B;B;No, does not respect personal freedoms;No, does not respect personal freedoms;0.6111121111111112;0.6111121111111112;1.0
160;160;160;As I read some specific US policies tell me if you approve or disapprove of them...US policies in the Middle East;{'United States': [0.6790123456790124, 0.32098765432098764], 'Britain': [0.48, 0.52]};['Approve', 'Disapprove'];"(A) Approve
(B) Disapprove";GAS;0,679013;0,520001;Approve;Disapprove;2.0;Likert Scale;Politics;2.0;{'A': 'Approve', 'B': 'Disapprove'};B;B;Disapprove;Disapprove;1.0;0.0;1.0
161;161;161;How important is it to have the following things in our country? Is it very important, somewhat important, not too important or not important at all? f. people can use the internet without <state or government> censorship;{'United States': [0.71, 0.2, 0.03, 0.03, 0.03], 'Britain': [0.66, 0.24, 0.06, 0.02, 0.02]};['Very important', 'Somewhat important', 'Not too important', 'Not important at all', 'DK/Refused'];"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GAS;0,710001;0,660001;Very important;Very important;5.0;Likert Scale;Politics;5.0;{'A': 'Very important', 'B': 'Somewhat important', 'C': 'Not too important', 'D': 'Not important at all', 'E': 'DK/Refused'};A;A;Very important;Very important;1.0;1.0;1.0
162;162;162;Please tell me if you approve or disapprove of the way President Barack Obama is dealing with...the situation in Afghanistan.;{'United States': [0.5, 0.5], 'Britain': [0.5301204819277109, 0.46987951807228917]};['Approve', 'Disapprove'];"(A) Approve
(B) Disapprove";GAS;0,500001;0,530121;Approve;Approve;2.0;Binary Choice;Politics;2.0;{'A': 'Approve', 'B': 'Disapprove'};B;B;Disapprove;Disapprove;0.0;0.0;1.0
163;163;163;Which country do you think will win the 2010 World Cup?;{'United States': [0.020833333333333332, 0.0, 0.25, 0.041666666666666664, 0.020833333333333332, 0.041666666666666664, 0.0625, 0.041666666666666664, 0.5208333333333334], 'Britain': [0.06060606060606061, 0.0, 0.2727272727272727, 0.30303030303030304, 0.030303030303030304, 0.07575757575757576, 0.06060606060606061, 0.13636363636363635, 0.06060606060606061]};['Argentina', 'Australia', 'Brazil', 'England', 'France', 'Germany', 'Italy', 'Spain', 'Other (VOL)'];"(A) Argentina
(B) Australia
(C) Brazil
(D) England
(E) France
(F) Germany
(G) Italy
(H) Spain
(I) Other (VOL)";GAS;0,520834;0,303031;Other (VOL);England;9.0;Multiple Choice;Economy;9.0;{'A': 'Argentina', 'B': 'Australia', 'C': 'Brazil', 'D': 'England', 'E': 'France', 'F': 'Germany', 'G': 'Italy', 'H': 'Spain', 'I': 'Other (VOL)'};C;D;Brazil;England;1.0;0.0;0.7500020000000001
164;164;164;Now I'm going to read a list of political leaders.For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...Russian President Vladimir Putin;{'United States': [0.020202020202020204, 0.1414141414141414, 0.36363636363636365, 0.45454545454545453, 0.020202020202020204], 'Britain': [0.06, 0.16, 0.2, 0.54, 0.04]};['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'DK/Refused'];"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all
(E) DK/Refused";GAS;0,454546;0,540001;No confidence at all;No confidence at all;5.0;Likert Scale;Politics;5.0;{'A': 'A lot of confidence', 'B': 'Some confidence', 'C': 'Not too much confidence', 'D': 'No confidence at all', 'E': 'DK/Refused'};B;B;Some confidence;Some confidence;0.5660387358490567;0.5660387358490567;1.0
165;165;165;Do you think ____ is a very big problem, a moderately big problem, a small problem or not a problem at all in our country? c. the gap between the rich and the poor;{'United States': [0.46938775510204084, 0.32653061224489793, 0.1326530612244898, 0.07142857142857142, 0.0], 'Britain': [0.47474747474747475, 0.35353535353535354, 0.1111111111111111, 0.06060606060606061, 0.0]};['Very big problem', 'Moderately big problem', 'Small problem', 'Not a problem at all', 'DK/Refused'];"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GAS;0,469389;0,474748;Very big problem;Very big problem;5.0;Likert Scale;Economy;5.0;{'A': 'Very big problem', 'B': 'Moderately big problem', 'C': 'Small problem', 'D': 'Not a problem at all', 'E': 'DK/Refused'};C;C;Small problem;Small problem;0.5400010000000001;0.5400010000000001;1.0
